timestamp,elapsed_seconds,temperature_c,humidity_percent
2026-07-31T16:24:48,337.3,20.9,52.0
2026-07-31T16:24:50,339.3,20.9,52.0
2026-07-31T16:24:52,341.3,20.9,52.0
2026-07-31T16:24:54,343.3,20.9,52.0
2026-07-31T16:24:56,345.4,20.9,52.0
2026-07-31T16:24:58,347.4,20.9,52.0
2026-07-31T16:25:00,349.4,20.9,52.0
2026-07-31T16:25:02,351.4,20.9,52.0
2026-07-31T16:25:04,353.5,20.9,52.0
2026-07-31T16:25:06,355.5,20.9,52.0
2026-07-31T16:25:08,357.5,20.9,52.0
2026-07-31T16:25:10,359.5,20.9,52.0
2026-07-31T16:25:13,361.6,20.9,52.0
2026-07-31T16:25:15,363.6,20.9,52.0
2026-07-31T16:25:17,365.6,20.9,52.0
2026-07-31T16:25:19,367.6,20.9,52.0
2026-07-31T16:25:21,369.7,20.9,52.0
2026-07-31T16:25:23,371.7,20.9,52.0
2026-07-31T16:25:25,373.7,20.9,52.0
2026-07-31T16:25:27,375.7,20.9,52.0
2026-07-31T16:25:29,377.8,20.9,52.0
2026-07-31T16:25:31,379.8,20.9,52.0
2026-07-31T16:25:33,381.8,20.9,52.0
2026-07-31T16:25:35,383.8,20.9,52.0
2026-07-31T16:25:37,385.9,20.9,52.0
2026-07-31T16:25:39,387.9,20.8,52.0
2026-07-31T16:25:41,389.9,20.8,52.0
2026-07-31T16:25:43,391.9,20.8,52.0
2026-07-31T16:25:45,394.0,20.8,52.0
2026-07-31T16:25:47,396.0,20.8,52.0
2026-07-31T16:25:49,398.0,20.8,52.0
2026-07-31T16:25:51,400.0,20.8,52.0
2026-07-31T16:25:53,402.1,20.8,52.0
2026-07-31T16:25:55,404.1,20.8,52.0
2026-07-31T16:25:57,406.1,20.8,52.0
2026-07-31T16:25:59,408.1,20.8,52.0
2026-07-31T16:26:01,410.2,20.8,52.0
2026-07-31T16:26:03,412.2,20.8,52.0
2026-07-31T16:26:05,414.2,20.8,52.0
2026-07-31T16:26:07,416.3,20.8,52.0
2026-07-31T16:26:09,418.3,20.8,52.0
2026-07-31T16:26:11,420.3,20.8,52.0
2026-07-31T16:26:13,422.3,20.8,52.0
2026-07-31T16:26:15,424.4,20.8,52.0
2026-07-31T16:26:17,426.4,20.8,52.0
2026-07-31T16:26:19,428.4,20.8,52.0
2026-07-31T16:26:21,430.4,20.8,52.0
2026-07-31T16:26:23,432.5,20.8,52.0
2026-07-31T16:26:25,434.5,20.8,52.0
2026-07-31T16:26:27,436.5,20.8,52.0
2026-07-31T16:26:29,438.5,20.8,52.0
2026-07-31T16:26:32,440.6,20.8,52.0
2026-07-31T16:26:34,442.6,20.8,52.0
2026-07-31T16:26:36,444.6,20.8,52.0
2026-07-31T16:26:38,446.6,20.8,52.0
2026-07-31T16:26:40,448.7,20.8,52.0
2026-07-31T16:26:42,450.7,20.8,52.0
2026-07-31T16:26:44,452.7,20.8,52.0
2026-07-31T16:26:46,454.7,20.8,52.0
2026-07-31T16:26:48,456.8,20.8,52.0
2026-07-31T16:26:50,458.8,20.8,52.0
2026-07-31T16:26:52,460.8,20.8,52.0
2026-07-31T16:26:54,462.8,20.8,52.0
2026-07-31T16:26:56,464.9,20.8,52.0
2026-07-31T16:26:58,466.9,20.8,52.0
2026-07-31T16:27:00,468.9,20.8,52.0
2026-07-31T16:27:02,470.9,20.8,52.0
2026-07-31T16:27:04,473.0,20.7,52.0
2026-07-31T16:27:06,475.0,20.7,52.0
2026-07-31T16:27:08,477.0,20.7,52.0
2026-07-31T16:27:10,479.0,20.7,52.0
2026-07-31T16:27:12,481.1,20.7,52.0
2026-07-31T16:27:14,483.1,20.7,52.0
2026-07-31T16:27:16,485.1,20.7,52.0
2026-07-31T16:27:18,487.1,20.7,52.0
2026-07-31T16:27:20,489.2,20.7,52.0
2026-07-31T16:27:22,491.2,20.7,52.0
2026-07-31T16:27:24,493.2,20.7,52.0
2026-07-31T16:27:26,495.3,20.7,52.0
2026-07-31T16:27:28,497.3,20.7,52.0
2026-07-31T16:27:30,499.3,20.7,52.0
2026-07-31T16:27:32,501.3,20.7,52.0
2026-07-31T16:27:34,503.4,20.7,52.0
2026-07-31T16:27:36,505.4,20.7,52.0
2026-07-31T16:27:38,507.4,20.7,52.0
2026-07-31T16:27:40,509.4,20.7,52.0
2026-07-31T16:27:42,511.5,20.7,52.0
2026-07-31T16:27:44,513.5,20.7,52.0
2026-07-31T16:27:46,515.5,20.7,52.0
2026-07-31T16:27:48,517.5,20.7,52.0
2026-07-31T16:27:51,519.6,20.7,52.0
2026-07-31T16:27:53,521.6,20.7,52.0
2026-07-31T16:27:55,523.6,20.7,52.0
2026-07-31T16:27:57,525.6,20.7,52.0
2026-07-31T16:27:59,527.7,20.7,52.0
2026-07-31T16:28:01,529.7,20.7,52.0
2026-07-31T16:28:03,531.7,20.7,52.0
2026-07-31T16:28:05,533.7,20.7,52.0
2026-07-31T16:28:07,535.8,20.7,52.0
2026-07-31T16:28:09,537.8,20.7,52.0
2026-07-31T16:28:11,539.8,20.7,52.0
2026-07-31T16:28:13,541.8,20.7,52.0
2026-07-31T16:28:15,543.9,20.7,52.0
2026-07-31T16:28:17,545.9,20.7,52.0
2026-07-31T16:28:19,547.9,20.7,52.0
2026-07-31T16:28:21,550.0,20.7,52.0
2026-07-31T16:28:23,552.0,20.7,52.0
2026-07-31T16:28:25,554.0,20.7,52.0
2026-07-31T16:28:27,556.0,20.7,52.0
2026-07-31T16:28:29,558.1,20.7,52.0
2026-07-31T16:28:31,560.1,20.7,52.0
2026-07-31T16:28:33,562.1,20.7,52.0
2026-07-31T16:28:35,564.1,20.7,52.0
2026-07-31T16:28:37,566.2,20.7,52.0
2026-07-31T16:28:39,568.2,20.7,52.0
2026-07-31T16:28:41,570.2,20.7,52.0
2026-07-31T16:28:43,572.2,20.7,52.0
2026-07-31T16:28:45,574.3,20.7,52.0
2026-07-31T16:28:47,576.3,20.7,52.0
2026-07-31T16:28:49,578.3,20.7,52.0
2026-07-31T16:28:51,580.3,20.7,52.0
2026-07-31T16:28:53,582.4,20.7,52.0
2026-07-31T16:28:55,584.4,20.7,52.0
2026-07-31T16:28:57,586.4,20.7,52.0
2026-07-31T16:28:59,588.4,20.7,52.0
2026-07-31T16:29:01,590.5,20.7,52.0
2026-07-31T16:29:03,592.5,20.7,52.0
2026-07-31T16:29:05,594.5,20.7,52.0
2026-07-31T16:29:08,596.5,20.7,52.0
2026-07-31T16:29:10,598.6,20.7,52.0
2026-07-31T16:29:12,600.6,20.7,52.0
